virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
186642	Ornithogalum virus 2	Viruses; Riboviria; Potyviridae; Potyvirus	NC_043154				82017	Ornithogalum thyrsoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Asparagales; Hyacinthaceae; Ornithogaloideae; Ornithogalum		NCBI Virus		
186643	Ornithogalum virus 3	Viruses; Riboviria; Potyviridae; Potyvirus	NC_043155				51466	Ornithogalum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Asparagales; Hyacinthaceae; Ornithogaloideae				
186643	Ornithogalum virus 3	Viruses; Riboviria; Potyviridae; Potyvirus	NC_043155				82017	Ornithogalum thyrsoides	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Asparagales; Hyacinthaceae; Ornithogaloideae; Ornithogalum		NCBI Virus		
118655	Oropouche virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Oropouche orthobunyavirus	NC_005775, NC_005776, NC_005777	T40062	H02163	Oropouche fever	9354	Bradypus tridactylus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Xenarthra; Pilosa; Folivora; Bradypodidae; Bradypus	12536293	Literature		
118655	Oropouche virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Oropouche orthobunyavirus	NC_005775, NC_005776, NC_005777	T40062	H02163	Oropouche fever	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	12536293	Literature		
2023057	Orpheovirus IHUMI-LCC2	Viruses; Phycodnaviridae; unclassified Phycodnaviridae	NC_036594				5778	Vermamoeba vermiformis	Eukaryota; Tubulinea; Echinamoebida; Vermamoeba	29403444	Literature		
977912	Orsay virus	Viruses; Riboviria; Nodaviridae; unclassified Nodaviridae	NC_028097, NC_028098				6239	Caenorhabditis elegans	Eukaryota; Metazoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis	24503084	Literature, NCBI Virus, RefSeq		
1678144	Orthohepevirus B	Viruses; Riboviria; Hepeviridae; Orthohepevirus	NC_023425				9031	Gallus gallus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus		UniProt		
1678146	Orthohepevirus D	Viruses; Riboviria; Hepeviridae; Orthohepevirus	NC_018382				59452	Eptesicus serotinus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Eptesicus		NCBI Virus, RefSeq		
40058	Orungo virus	Viruses; Riboviria; Reoviridae; Sedoreovirinae; Orbivirus	NC_038604, NC_038605, NC_038606, NC_038607, NC_038608, NC_038609, NC_038610, NC_038611, NC_038612, NC_038613				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
92521	Oryctes rhinoceros nudivirus	Viruses; Nudiviridae; Alphanudivirus	NC_011588				72550	Oryctes rhinoceros	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Scarabaeiformia; Scarabaeoidea; Scarabaeidae; Dynastinae; Oryctes		NCBI Virus, RefSeq, UniProt		
362692	Oryza rufipogon alphaendornavirus	Viruses; Riboviria; Endornaviridae; Alphaendornavirus	NC_007649				4529	Oryza rufipogon	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Poales; Poaceae; Oryzoideae; Oryzeae; Oryzinae; Oryza		NCBI Virus, RefSeq		
362693	Oryza sativa alphaendornavirus	Viruses; Riboviria; Endornaviridae; Alphaendornavirus	NC_007647				4530	Oryza sativa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Poales; Poaceae; Oryzoideae; Oryzeae; Oryzinae; Oryza		NCBI Virus, RefSeq		
362693	Oryza sativa alphaendornavirus	Viruses; Riboviria; Endornaviridae; Alphaendornavirus	NC_007647				39947	Oryza sativa Japonica Group	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Petrosaviidae; Poales; Poaceae; Oryzoideae; Oryzeae; Oryzinae; Oryza		UniProt		
871700	Oscivirus A1	Viruses; Riboviria; Picornavirales; Picornaviridae; Oscivirus; Oscivirus A	NC_014412				343929	Copsychus saularis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Passeriformes; Muscicapidae; Copsychus		RefSeq, UniProt		
871701	Oscivirus A2	Viruses; Riboviria; Picornavirales; Picornaviridae; Oscivirus; Oscivirus A	NC_014413				411519	Turdus hortulorum	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Passeriformes; Turdidae; Turdus		RefSeq		
2079458	Osedax japonicus RNA virus 1	Viruses; Riboviria; unclassified Riboviria	NC_040766, NC_040767				385425	Osedax japonicus	Eukaryota; Metazoa; Annelida; Polychaeta; Palpata; Canalipalpata; Sabellida; Siboglinidae; Osedax		NCBI Virus, RefSeq		
261939	Ostreid herpesvirus 1	Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus	NC_005881				6579	Pecten maximus	Eukaryota; Metazoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Pecten		UniProt		
261939	Ostreid herpesvirus 1	Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus	NC_005881				29159	Crassostrea gigas	Eukaryota; Metazoa; Mollusca; Bivalvia; Pteriomorphia; Ostreoida; Ostreoidea; Ostreidae; Crassostrea		RefSeq, UniProt		
880162	Ostreococcus lucimarinus virus 1	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_014766				242159	Ostreococcus sp. 'lucimarinus'	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	20861243	Literature, NCBI Virus, RefSeq		
1663208	Ostreococcus lucimarinus virus 2	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_028091				242159	Ostreococcus sp. 'lucimarinus'	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	, 25787287	Literature, NCBI Virus, RefSeq		
1663209	Ostreococcus lucimarinus virus 7	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_028093				242159	Ostreococcus sp. 'lucimarinus'	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	25787287	Literature, NCBI Virus, RefSeq		
754064	Ostreococcus lucimarinus virus OlV5	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_020852				242159	Ostreococcus sp. 'lucimarinus'	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	25787287	Literature, NCBI Virus, RefSeq		
1663210	Ostreococcus mediterraneus virus 1	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_028092				1486918	Ostreococcus mediterraneus	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	, 25787287	Literature, NCBI Virus, RefSeq		
642926	Ostreococcus tauri virus 1	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_013288				70448	Ostreococcus tauri	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	19650882	Literature		
696472	Ostreococcus tauri virus 2	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	NC_014789				70448	Ostreococcus tauri	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	21289127	Literature, NCBI Virus, RefSeq		
1785753	Ostreococcus tauri virus OtV5	Viruses; Phycodnaviridae; Prasinovirus	NC_010191				70448	Ostreococcus tauri	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus		NCBI Virus, RefSeq		
1120767	Ostreococcus tauri virus RT-2011	Viruses; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus	JN225873				70448	Ostreococcus tauri	Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus				
1187973	Otarine picobirnavirus	Viruses; Riboviria; Picobirnaviridae; Picobirnavirus; unclassified Picobirnavirus	NC_034160, NC_034161				9704	Zalophus californianus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Caniformia; Otariidae; Zalophus		NCBI Virus, RefSeq		
2035998	Otomops polyomavirus KY156	Viruses; Polyomaviridae; Alphapolyomavirus; Otomops martiensseni polyomavirus 2	NC_020066				258867	Otomops martiensseni	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Molossidae; Otomops	23239573	Literature, RefSeq		
2035999	Otomops polyomavirus KY157	Viruses; Polyomaviridae; Alphapolyomavirus; Otomops martiensseni polyomavirus 1	NC_020071				9397	Chiroptera	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria		RefSeq		
2035999	Otomops polyomavirus KY157	Viruses; Polyomaviridae; Alphapolyomavirus; Otomops martiensseni polyomavirus 1	NC_020071				258867	Otomops martiensseni	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Molossidae; Otomops		RefSeq		
186786	Ourmia melon virus	Viruses; Riboviria; Botourmiaviridae; Ourmiavirus	NC_011068, NC_011069, NC_011070				3650	Cucurbitaceae	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Cucurbitales		NCBI Virus		
186786	Ourmia melon virus	Viruses; Riboviria; Botourmiaviridae; Ourmiavirus	NC_011068, NC_011069, NC_011070				3656	Cucumis melo	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Cucurbitales; Cucurbitaceae; Benincaseae; Cucumis		UniProt		
186786	Ourmia melon virus	Viruses; Riboviria; Botourmiaviridae; Ourmiavirus	NC_011068, NC_011069, NC_011070				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq		
389484	Ovine adenovirus 1	Viruses; Adenoviridae; Mastadenovirus; Ovine mastadenovirus B	NC_043094										
114430	Ovine adenovirus 7	Viruses; Adenoviridae; Atadenovirus; Ovine atadenovirus D	NC_004037				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		UniProt		
1194444	Ovine enterovirus	Viruses; Riboviria; Picornavirales; Picornaviridae; Enterovirus; Enterovirus G	JQ277724				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		RefSeq		
69576	Ovine enzootic nasal tumor virus	Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Betaretrovirus; unclassified Betaretrovirus	NC_007015				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		NCBI Virus, RefSeq		
10398	Ovine gammaherpesvirus 2	Viruses; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus	NC_007646				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		NCBI Virus, RefSeq		
1096142	Ovine hokovirus	Viruses; Parvoviridae; Parvovirinae; Tetraparvovirus; Ungulate tetraparvovirus 4	NC_038547				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		RefSeq		
11663	Ovine lentivirus	Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus; unclassified Lentivirus	NC_001511				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	2158181	Literature		
114424	Ovine mastadenovirus A	Viruses; Adenoviridae; Mastadenovirus	AC_000001				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos	14573794	Literature		
56145	Ovine papillomavirus type 2	Viruses; Papillomaviridae; Firstpapillomavirinae; Deltapapillomavirus; Deltapapillomavirus 3	U83595				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		Literature		
634772	Ovis aries papillomavirus 3	Viruses; Papillomaviridae; Firstpapillomavirinae; Dyokappapapillomavirus; Dyokappapapillomavirus 1	NC_038516				9940	Ovis aries	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis		RefSeq		
1602199	Oxalis yellow vein virus	Viruses; Geminiviridae; Begomovirus	NC_026253				519149	Oxalis debilis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Oxalidales; Oxalidaceae; Oxalis		NCBI Virus		
660954	Oxbow virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Oxbow orthohantavirus	NC_043174, NC_043175, NC_043176				182677	Neurotrichus gibbsii	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Eulipotyphla; Talpidae; Neurotrichus		RefSeq		
2083176	Oxyplax ochracea nucleopolyhedrovirus	Viruses; Baculoviridae; Alphabaculovirus	NC_043529				704560	Oxyplax	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Zygaenoidea; Limacodidae		RefSeq		
218667	Oyster mushroom spherical virus	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	NC_004560				5322	Pleurotus ostreatus	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Pleurotaceae; Pleurotus		NCBI Virus, RefSeq		
2137161	Oz virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Thogotovirus; unclassified Thogotovirus	NC_040730, NC_040731, NC_040732, NC_040733, NC_040734, NC_040735				375577	Amblyomma testudinarium	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Amblyomminae; Amblyomma		NCBI Virus, RefSeq		
1795983	Pacific flying fox associated cyclovirus-1	Viruses; Circoviridae; Cyclovirus; Bat associated cyclovirus 14	NC_038402				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795984	Pacific flying fox associated cyclovirus-2	Viruses; Circoviridae; Cyclovirus; Bat associated cyclovirus 15	NC_038403				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795985	Pacific flying fox associated cyclovirus-3	Viruses; Circoviridae; Cyclovirus; Bat associated cyclovirus 16	NC_038404				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795988	Pacific flying fox faeces associated gemycircularvirus-1	Viruses; Genomoviridae; Gemygorvirus; Pteropus associated gemygorvirus 1	NC_038495				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795989	Pacific flying fox faeces associated gemycircularvirus-10	Viruses; Genomoviridae; Gemycircularvirus; Pteropus associated gemycircularvirus 1	NC_038484				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795991	Pacific flying fox faeces associated gemycircularvirus-12	Viruses; Genomoviridae; Gemykibivirus; Pteropus associated gemykibivirus 1	NC_038498				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795994	Pacific flying fox faeces associated gemycircularvirus-2	Viruses; Genomoviridae; Gemycircularvirus; Pteropus associated gemycircularvirus 2	NC_038485				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795998	Pacific flying fox faeces associated gemycircularvirus-6	Viruses; Genomoviridae; Gemykolovirus; Pteropus associated gemykolovirus 1	NC_038501				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1795999	Pacific flying fox faeces associated gemycircularvirus-7	Viruses; Genomoviridae; Gemykolovirus; Pteropus associated gemykolovirus 2	NC_038502				77217	Pteropus tonganus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Chiroptera; Megachiroptera; Pteropodidae; Pteropodinae; Pteropus		RefSeq		
1932881	Pacmanvirus A23	Viruses; unclassified viruses	NC_034383										
1538454	Pacui virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Pacuvirus; Pacui pacuvirus	NC_043600, NC_043601, NC_043602				184063	Oryzomys sp.	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Rodentia; Myomorpha; Cricetidae; Sigmodontinae; Oryzomys		RefSeq		
1589750	Paenibacillus phage Diva	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Diva	NC_028788				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	26089405	Literature, RefSeq		
1636255	Paenibacillus phage Fern	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Willow	NC_028851				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1636257	Paenibacillus phage Harrison	Viruses; Caudovirales; Siphoviridae; Harrisonvirus; Paenibacillus virus Harrison	NC_028746				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1589749	Paenibacillus phage HB10c2	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Hb10c2	NC_028758				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
754053	Paenibacillus phage PG1	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_021558				59843	Paenibacillus glucanolyticus	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		NCBI Virus, RefSeq		
1337877	Paenibacillus phage phiIBB_Pl23	Viruses; Caudovirales; Siphoviridae; Sitaravirus; unclassified Sitaravirus	NC_021865				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		NCBI Virus, RefSeq		
1589752	Paenibacillus phage Rani	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Rani	NC_029084				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1589754	Paenibacillus phage Shelly	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Shelly	NC_041909				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1589755	Paenibacillus phage Sitara	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Sitara	NC_028854				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	26089405	Literature, RefSeq		
1718161	Paenibacillus phage Tripp	Viruses; Caudovirales; Siphoviridae; Trippvirus; Paenibacillus virus Tripp	NC_028930				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1636261	Paenibacillus phage Vegas	Viruses; Caudovirales; Siphoviridae; Vegasvirus; Paenibacillus virus Vegas	NC_028767				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1636262	Paenibacillus phage Willow	Viruses; Caudovirales; Siphoviridae; Sitaravirus; Paenibacillus virus Willow	NC_041867				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		RefSeq		
1636263	Paenibacillus phage Xenia	Viruses; Caudovirales; Siphoviridae; Sitaravirus; unclassified Sitaravirus	NC_028837				1464	Paenibacillus larvae	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus		NCBI Virus, RefSeq		
1505530	Pagoda yellow mosaic associated virus	Viruses; Ortervirales; Caulimoviridae; Badnavirus	NC_024301				3897	Styphnolobium japonicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Fabales; Fabaceae; Papilionoideae; Styphnolobium		NCBI Virus, RefSeq		
2294094	Paguma larvata circovirus	Viruses; Circoviridae; unclassified Circoviridae	NC_040679				9675	Paguma larvata	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Carnivora; Feliformia; Viverridae; Paradoxurinae; Paguma		NCBI Virus, RefSeq		
1692257	Palaemonetes intermedius brackish grass shrimp associated circular virus	Viruses; Circoviridae; unclassified Circoviridae	NC_027786				1440469	Palaemon mundusnovus	Eukaryota; Metazoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Palaemonoidea; Palaemonidae; Palaemon		NCBI Virus, RefSeq		
1692258	Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus	Viruses; Circoviridae; unclassified Circoviridae	NC_027792				6700	Palaemon kadiakensis	Eukaryota; Metazoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Palaemonoidea; Palaemonidae; Palaemon		NCBI Virus, RefSeq		
1692259	Palaemonetes sp. common grass shrimp associated circular virus	Viruses; Circoviridae; unclassified Circoviridae	NC_027800				117982	Palaemon	Eukaryota; Metazoa; Arthropoda; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Palaemonoidea; Palaemonidae		NCBI Virus, RefSeq		
1302179	Palm Creek virus	Viruses; Riboviria; Flaviviridae; Flavivirus; unclassified Flavivirus	NC_033694				569586	Coquillettidia xanthogaster	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Mansoniini; Coquillettidia		NCBI Virus, RefSeq		
40059	Palyam virus	Viruses; Riboviria; Reoviridae; Sedoreovirinae; Orbivirus	NC_005986, NC_005987, NC_005988, NC_005989, NC_005990, NC_005991, NC_005992, NC_005993, NC_005994, NC_005995				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos	9934703	Literature		
1891735	Pan troglodytes polyomavirus 3	Viruses; Polyomaviridae; Alphapolyomavirus	NC_025370				37012	Pan troglodytes verus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan; Pan troglodytes		NCBI Virus, RefSeq		
1891736	Pan troglodytes polyomavirus 4	Viruses; Polyomaviridae; Alphapolyomavirus	NC_019855				37012	Pan troglodytes verus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan; Pan troglodytes		NCBI Virus, RefSeq		
1891737	Pan troglodytes polyomavirus 5	Viruses; Polyomaviridae; Alphapolyomavirus	NC_019856				37012	Pan troglodytes verus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan; Pan troglodytes		NCBI Virus, RefSeq		
1891738	Pan troglodytes polyomavirus 6	Viruses; Polyomaviridae; Alphapolyomavirus	NC_019857				37012	Pan troglodytes verus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan; Pan troglodytes		NCBI Virus, RefSeq		
1891739	Pan troglodytes polyomavirus 7	Viruses; Polyomaviridae; Alphapolyomavirus	NC_019858				37010	Pan troglodytes schweinfurthii	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan; Pan troglodytes		NCBI Virus, RefSeq		
