Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
1178016	Encephalitozoon romaleae SJ-2008	Eukaryota; Fungi; Fungi incertae sedis; Microsporidia; Unikaryonidae; Encephalitozoon	Insect pathogen		Isolated from spores purified from infected captive male and female Romalea microptera grasshoppers.	AUTHORS:Pombert JF, Selman M, Burki F, Bardell FT, Farinelli L, Solter LF, Whitman DW, Weiss LM, Corradi N, Keeling PJ, TITLE:Gain and loss of multiple functionally related, horizontally transferred genes in the reduced genomes of two microsporidian parasites., JOURNAL:Proc Natl Acad Sci U S A 109:12638-43 (2012)
67593	Phytophthora sojae	Eukaryota; Sar; Stramenopiles; Oomycota; Peronosporales; Peronosporaceae; Phytophthora	Plant pathogen		Soybean pathogen.	AUTHORS:Tyler BM, Tripathy S, Zhang X, Dehal P, Jiang RH, Aerts A, Arredondo FD, Baxter L, Bensasson D, Beynon JL, et al., TITLE:Phytophthora genome sequences uncover evolutionary origins and mechanisms of pathogenesis., JOURNAL:Science 313:1261-6 (2006)
869250	Theileria orientalis Shintoku	Eukaryota; Sar; Alveolata; Apicomplexa; Aconoidasida; Piroplasmida; Theileriidae; Theileria	Animal pathogen		Tick-borne apicomplexan protozoan parasite of cattle.; Member of the nontransforming group of Theileria species that proliferate in the bovine host as an intraerythrocytic form.; Capable of generating anemia and icterus.; Rarely causes fatal disease.	AUTHORS:Hayashida K, Hara Y, Abe T, Yamasaki C, Toyoda A, Kosuge T, Suzuki Y, Sato Y, Kawashima S, Katayama T, et al., TITLE:Comparative genome analysis of three eukaryotic parasites with differing abilities to transform leukocytes reveals key mediators of Theileria-induced leukocyte transformation., JOURNAL:MBio 3:e00204-12 (2012)
235	Brucella abortus 63 75	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella				AUTHORS:Minogue TD, Daligault HA, Davenport KW, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Chertkov O, Coyne SR, Frey KG, et al., TITLE:Whole-genome sequences of 24 Brucella strains., JOURNAL:Genome Announc 2:e00915-14 (2014)
235	Brucella abortus BDW	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella				AUTHORS:Minogue TD, Daligault HA, Davenport KW, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Chertkov O, Coyne SR, Frey KG, et al., TITLE:Whole-genome sequences of 24 Brucella strains., JOURNAL:Genome Announc 2:e00915-14 (2014)
1484158	Pantoea sp. PSNIH1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; unclassified Pantoea			Isolated from shelf in Mar 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
72407	Klebsiella pneumoniae subsp. pneumoniae KPNIH29	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	Human pathogen	Klebsiella infection	Isolated from perirectal swabs of a patient of organ transplant in Nov 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
72407	Klebsiella pneumoniae subsp. pneumoniae KPNIH30	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	Human pathogen	Klebsiella infection	Isolated from perirectal swabs of a patient of hematologic malignancy in Nov 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
72407	Klebsiella pneumoniae subsp. pneumoniae KPNIH31	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	Human pathogen	Klebsiella infection	Isolated from urine of a patient of hematologic malignancy in Dec 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
72407	Klebsiella pneumoniae subsp. pneumoniae KPNIH32	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	Human pathogen	Klebsiella infection	Isolated from perirectal swabs of a patient of hematologic malignancy in  Apr 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
1404258	Bacillus subtilis subsp. subtilis OH 131.1	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus				
1276648	Cutibacterium acnes hdn-1	Bacteria; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium				
1333850	Enterobacter cloacae ECNIH2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex			Isolated from Sink drain Jan 2012.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
1440772	Streptococcus pyogenes STAB901 (serotype M44)	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen	Streptococcal infection, Invasive streptococcal disease	GroupA streptococcus (GAS).; Tetracycline-resistant.; Isolated from the blood of a patient with endometritis due to an intrauterine contraceptive device and complicated by septic shock.	AUTHORS:Soriano N, Vincent P, Piau C, Moullec S, Gautier P, Lagente V, Faili A, Kayal S, TITLE:Complete Genome Sequence of Streptococcus pyogenes M/emm44 Strain STAB901, Isolated in a Clonal Outbreak in French Brittany., JOURNAL:Genome Announc 2:e01174-14 (2014)
1261129	Bacillus thuringiensis serovar kurstaki HD-1	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group				
520455	Brucella abortus bv. 9 C68	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella				AUTHORS:Minogue TD, Daligault HA, Davenport KW, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Chertkov O, Coyne SR, Frey KG, et al., TITLE:Whole-genome sequences of 24 Brucella strains., JOURNAL:Genome Announc 2:e00915-14 (2014)
261591	Bacillus anthracis Vollum	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group				AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Twenty Whole-Genome Bacillus sp. Assemblies., JOURNAL:Genome Announc 2:e00958-14 (2014)
1249477	Burkholderia pseudomallei NAU35A-3	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group				AUTHORS:Johnson SL, Bishop-Lilly KA, Ladner JT, Daligault HE, Davenport KW, Jaissle J, Frey KG, Koroleva GI, Bruce DC, Coyne SR, et al., TITLE:Complete genome sequences for 59 burkholderia isolates, both pathogenic and near neighbor., JOURNAL:Genome Announc 3:e00159-15 (2015)
1639	Listeria monocytogenes NE dc2014	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria				
1639	Listeria monocytogenes CFSAN006122	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria				
1639	Listeria monocytogenes Lm60 (serotype 1/2a)	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria	Human pathogen	Listeriosis	Fast cold-adapting serotype 1/2a human isolate.; Important food-borne pathogen.; Isolated from a sporadic human listeriosis case in Switzerland.	AUTHORS:Tasara T, Weinmaier T, Klumpp J, Rattei T, Stephan R, TITLE:Complete Genome Sequence of Listeria monocytogenes Lm60, a Strain with an Enhanced Cold Adaptation Capacity., JOURNAL:Genome Announc 2:e01248-14 (2014)
1358	Lactococcus lactis AI06	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus			Isolated from the mesocarp of the acai fruit (Euterpe oleracea) in eastern Amazonia, Brazil.	AUTHORS:McCulloch JA, de Oliveira VM, de Almeida Pina AV, Perez-Chaparro PJ, de Almeida LM, de Vasconcelos JM, de Oliveira LF, da Silva DE, Rogez HL, Cretenet M, et al., TITLE:Complete Genome Sequence of Lactococcus lactis Strain AI06, an Endophyte of the Amazonian Acai Palm., JOURNAL:Genome Announc 2:e01225-14 (2014)
28025	Bifidobacterium animalis RH	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium				AUTHORS:Liu L, Qin Y, Wang Y, Li H, Shang N, Li P, TITLE:Complete genome sequence of Bifidobacterium animalis RH, a probiotic bacterium producing exopolysaccharides., JOURNAL:J Biotechnol 189:86-7 (2014)
1719	Corynebacterium pseudotuberculosis 48252	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium	Human pathogen, Animal pathogen		Isolated from a patient with pulmonary infection.	AUTHORS:Havelsrud OE, Sorum H, Gaustad P, TITLE:Genome Sequences of Corynebacterium pseudotuberculosis Strains 48252 (Human, Pneumonia), CS_10 (Lab Strain), Ft_2193/67 (Goat, Pus), and CCUG 27541., JOURNAL:Genome Announc 2:e00869-14 (2014)
1719	Corynebacterium pseudotuberculosis CS_10	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium			A lab strain originating from strain Ft_2193/67.	AUTHORS:Havelsrud OE, Sorum H, Gaustad P, TITLE:Genome Sequences of Corynebacterium pseudotuberculosis Strains 48252 (Human, Pneumonia), CS_10 (Lab Strain), Ft_2193/67 (Goat, Pus), and CCUG 27541., JOURNAL:Genome Announc 2:e00869-14 (2014)
1719	Corynebacterium pseudotuberculosis Ft_2193/67	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium	Animal pathogen		Isolated from pus in goat.	AUTHORS:Havelsrud OE, Sorum H, Gaustad P, TITLE:Genome Sequences of Corynebacterium pseudotuberculosis Strains 48252 (Human, Pneumonia), CS_10 (Lab Strain), Ft_2193/67 (Goat, Pus), and CCUG 27541., JOURNAL:Genome Announc 2:e00869-14 (2014)
727	Haemophilus influenzae Hi375	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus	Human pathogen	Haemophilus influenzae infection	Originally isolated from a pediatric patient with otitis media.	AUTHORS:Mell JC, Sinha S, Balashov S, Viadas C, Grassa CJ, Ehrlich GD, Nislow C, Redfield RJ, Garmendia J, TITLE:Complete Genome Sequence of Haemophilus influenzae Strain 375 from the Middle Ear of a Pediatric Patient with Otitis Media., JOURNAL:Genome Announc 2:e01245-14 (2014)
550	Enterobacter cloacae ECNIH4	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex			Isolated from sink drain in Nov 2012.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
1494608	Arthrobacter sp. PAMC 25486	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Arthrobacter				
95486	Burkholderia cenocepacia DWS 37E-2	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex			Isolated from soil in Australia in 2007.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
13373	Burkholderia mallei 6	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group			Isolated from human in Turkey in 1950.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
13373	Burkholderia mallei BMQ	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group			Isolated horse in India in 1932.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
1280	Staphylococcus aureus 502A	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus			Strain used in bacterial interference programs during the 1960s and early 1970s.; Initially isolated in 1963 from a nurse in a newborn nursery who was caring for a cluster of 40 neonates who also became colonized with this strain.	AUTHORS:Parker D, Narechania A, Sebra R, Deikus G, Larussa S, Ryan C, Smith H, Prince A, Mathema B, Ratner AJ, et al., TITLE:Genome Sequence of Bacterial Interference Strain Staphylococcus aureus 502A., JOURNAL:Genome Announc 2:e00284-14 (2014)
46170	Staphylococcus aureus subsp. aureus FDAARGOS_5	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus				
90371	Salmonella enterica subsp. enterica serovar Typhimurium 138736	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	Human pathogen	Salmonellosis	Isolated from outbreak in Israel in 2011.	AUTHORS:Marzel A, Desai PT, Nissan I, Schorr YI, Suez J, Valinsky L, Reisfeld A, Agmon V, Guard J, McClelland M, et al., TITLE:Integrative analysis of Salmonellosis in Israel reveals association of Salmonella enterica Serovar 9,12:l,v:- with extraintestinal infections, dissemination of endemic S. enterica Serovar Typhimurium DT104 biotypes, and severe underreporting of outbreaks., JOURNAL:J Clin Microbiol 52:2078-88 (2014)
1157948	Thermotoga sp. 2812B	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga; unclassified Thermotoga				
1157947	Thermotoga sp. Cell2	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga; unclassified Thermotoga				
1447716	Bifidobacterium kashiwanohense PV20-2	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium			Isolated from the feces of an anemic Kenyan infant obtained during an iron intervention study.	AUTHORS:Vazquez-Gutierrez P, Lacroix C, Chassard C, Klumpp J, Jans C, Stevens MJ, TITLE:Complete and Assembled Genome Sequence of Bifidobacterium kashiwanohense PV20-2, Isolated from the Feces of an Anemic Kenyan Infant., JOURNAL:Genome Announc 3:e01467-14 (2015)
190893	Vibrio coralliilyticus OCN014	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio			Isolated from a colony of Acropora cytherea exhibiting disease signs of Acropora white syndrome off a reef at Palmyra Atoll.	AUTHORS:Ushijima B, Videau P, Poscablo D, Vine V, Salcedo M, Aeby G, Callahan SM, TITLE:Complete Genome Sequence of Vibrio coralliilyticus Strain OCN014, Isolated from a Diseased Coral at Palmyra Atoll., JOURNAL:Genome Announc 2:e01318-14 (2014)
1439855	Burkholderia pseudomallei A79A	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group				AUTHORS:Johnson SL, Baker AL, Chain PS, Currie BJ, Daligault HE, Davenport KW, Davis CB, Inglis TJ, Kaestli M, Koren S, et al., TITLE:Whole-Genome Sequences of 80 Environmental and Clinical Isolates of Burkholderia pseudomallei., JOURNAL:Genome Announc 3:e01282-14 (2015)
1385664	Hymenobacter sp. DG25B	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter			Isolated from the soil sample collected at Seoul, (GPS; N37deg 33 min 30 sec E127 deg 00 min 01 sec), South Korea.	AUTHORS:Kim MK, Joo ES, Lee SY, Lee DS, Srinivasan S, Jung HY, TITLE:Complete genome sequence of Hymenobacter sp. DG25B, a novel bacterium with gamma-radiation resistance isolated from soil in South Korea., JOURNAL:J Biotechnol 217:98-9 (2016)
202947	Actinobacillus equuli subsp. equuli 19392	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus			Isolated from foal blood.	AUTHORS:Huang BF, Kropinski AM, Bujold AR, MacInnes JI, TITLE:Complete genome sequence of Actinobacillus equuli subspecies equuli ATCC 19392(T)., JOURNAL:Stand Genomic Sci 10:32 (2015)
1476577	Candidatus Saccharibacteria oral taxon TM7x	Bacteria; Candidatus Saccharibacteria			Small coccus (200-300 nm).; Obligate epibiont of an Actinomyces odontolyticus strain (XH001).; Has a parasitic phase, thereby killing its host.; From the human oral cavity.	AUTHORS:He X, McLean JS, Edlund A, Yooseph S, Hall AP, Liu SY, Dorrestein PC, Esquenazi E, Hunter RC, Cheng G, et al., TITLE:Cultivation of a human-associated TM7 phylotype reveals a reduced genome and epibiotic parasitic lifestyle., JOURNAL:Proc Natl Acad Sci U S A 112:244-9 (2015)
645170	Brucella suis bv. 2 PT09143	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Animal pathogen		Isolated from wild boars.	AUTHORS:Ferreira AC, Tenreiro R, Correa de Sa MI, Dias R, TITLE:Complete Genome Sequences of Three Iberian Brucella suis Biovar 2 Strains Isolated from Wild Boars., JOURNAL:Genome Announc 2:e00618-14 (2014)
645170	Brucella suis bv. 2 PT09172	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Animal pathogen		Isolated from wild boars.	AUTHORS:Ferreira AC, Tenreiro R, Correa de Sa MI, Dias R, TITLE:Complete Genome Sequences of Three Iberian Brucella suis Biovar 2 Strains Isolated from Wild Boars., JOURNAL:Genome Announc 2:e00618-14 (2014)
83560	Chlamydia muridarum Nigg3	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia				
1415775	Clostridium baratii Sullivan (serotype F7)	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium			Isolated from adult stool in New York in 2007.	AUTHORS:Smith TJ, Hill KK, Xie G, Foley BT, Williamson CH, Foster JT, Johnson SL, Chertkov O, Teshima H, Gibbons HS, et al., TITLE:Genomic sequences of six botulinum neurotoxin-producing strains representing three clostridial species illustrate the mobility and diversity of botulinum neurotoxin genes., JOURNAL:Infect Genet Evol 30:102-13 (2015)
565033	Geoglobus acetivorans SBH6	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Geoglobus				AUTHORS:Mardanov AV, Slododkina GB, Slobodkin AI, Beletsky AV, Gavrilov SN, Kublanov IV, Bonch-Osmolovskaya EA, Skryabin KG, Ravin NV, TITLE:The Geoglobus acetivorans genome: Fe(III) reduction, acetate utilization, autotrophic growth, and degradation of aromatic compounds in a hyperthermophilic archaeon., JOURNAL:Appl Environ Microbiol 81:1003-12 (2015)
1182571	Deinococcus swuensis DY59	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae; Deinococcus				
375	Bradyrhizobium japonicum E109	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium				AUTHORS:Torres D, Revale S, Obando M, Maroniche G, Paris G, Perticari A, Vazquez M, Wisniewski-Dye F, Martinez-Abarca F, Cassan F, TITLE:Genome Sequence of Bradyrhizobium japonicum E109, One of the Most Agronomically Used Nitrogen-Fixing Rhizobacteria in Argentina., JOURNAL:Genome Announc 3:e01566-14 (2015)
1526927	Planococcus sp. PAMC 21323	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Planococcus				
1304	Streptococcus salivarius NCTC 8618	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus				
279058	Collimonas arenae Cal35	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas			Recovered from a forest soil in California.	AUTHORS:Wu JJ, de Jager VC, Deng WL, Leveau JH, TITLE:Finished Genome Sequence of Collimonas arenae Cal35., JOURNAL:Genome Announc 3:e01408-14 (2015)
1348114	Pseudoalteromonas piratica OCN003 (Pseudoalteromonas sp. OCN003)	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas			Isolated from a diseased colony of the common Hawaiian reef coral, Montipora capitata, found on a reef surrounding Moku o Lo'e in Kane'ohe Bay, Hawaii.	AUTHORS:Beurmann S, Videau P, Ushijima B, Smith AM, Aeby GS, Callahan SM, Belcaid M, TITLE:Complete Genome Sequence of Pseudoalteromonas sp. Strain OCN003, Isolated from Kane'ohe Bay, O'ahu, Hawaii., JOURNAL:Genome Announc 3:e01396-14 (2015)
1484157	Pantoea sp. PSNIH2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; unclassified Pantoea			Isolated from Hand rail in May 2013.	AUTHORS:Conlan S, Thomas PJ, Deming C, Park M, Lau AF, Dekker JP, Snitkin ES, Clark TA, Luong K, Song Y, et al., TITLE:Single-molecule sequencing to track plasmid diversity of hospital-associated carbapenemase-producing Enterobacteriaceae., JOURNAL:Sci Transl Med 6:254ra126 (2014)
33033	Parvimonas micra KCOM 1535	Bacteria; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas				
1311	Streptococcus agalactiae NGBS061	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus				
1311	Streptococcus agalactiae NGBS572	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus				
1427374	Streptococcus agalactiae CNCTC 10/84	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen	Streptococcal infection, Invasive streptococcal disease	GroupB streptococcus (GBS).; Originally isolated from human clinical samples.	AUTHORS:Hooven TA, Randis TM, Daugherty SC, Narechania A, Planet PJ, Tettelin H, Ratner AJ, TITLE:Complete Genome Sequence of Streptococcus agalactiae CNCTC 10/84, a Hypervirulent Sequence Type 26 Strain., JOURNAL:Genome Announc 2:e01338-14 (2014)
1455315	Acinetobacter baumannii LAC-4	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	Human pathogen	Multidrug-resistant Acinetobacter infection	Reproduces the most relevant features of human pulmonary A. baumannii infection, including significant extrapulmonary dissemination and bacteremia.; Isolated from an outbreak in a hospital in Los Angeles County.	AUTHORS:Ou HY, Kuang SN, He X, Molgora BM, Ewing PJ, Deng Z, Osby M, Chen W, Xu HH, TITLE:Complete genome sequence of hypervirulent and outbreak-associated Acinetobacter baumannii strain LAC-4: epidemiology, resistance genetic determinants and potential virulence factors., JOURNAL:Sci Rep 5:8643 (2015)
157782	Pseudomonas parafulva CRS01-1	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas			Isolated from rice field.	AUTHORS:Liu Q, Zhang Y, Yu N, Bi Z, Zhu A, Zhan X, Wu W, Yu P, Chen D, Cheng S, Cao L, TITLE:Genome sequence of Pseudomonas parafulva CRS01-1, an antagonistic bacterium isolated from rice field., JOURNAL:J Biotechnol 206:89-90 (2015)
1583100	Myroides sp. A21	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Myroides; unclassified Myroides	Human pathogen		Isolated from a urethral catheterized patient without symptoms of a urinary tract infection in Germany.	AUTHORS:Burghartz M, Bunk B, Sproer C, Voget S, Daniel R, Overmann J, Jahn M, TITLE:Complete Genome Sequence of the Urethral Catheter Isolate Myroides sp. A21., JOURNAL:Genome Announc 3:e00068-15 (2015)
13373	Burkholderia mallei 2000031063	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group			Isolated from horse in Hungary in 1961.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
13373	Burkholderia mallei FMH 23344	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group			Isolated from human in Burma in 1944.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
320389	Burkholderia mallei NCTC 10247	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group			Isolated in Turkey in 1960.	AUTHORS:Daligault HE, Davenport KW, Minogue TD, Bishop-Lilly KA, Broomall SM, Bruce DC, Chain PS, Coyne SR, Frey KG, Gibbons HS, et al., TITLE:Whole-Genome Assemblies of 56 Burkholderia Species., JOURNAL:Genome Announc 2:e01106-14 (2014)
1267021	Frischella perrara PEB0191	Bacteria; Proteobacteria; Gammaproteobacteria; Orbales; Orbaceae; Frischella			Isolated from hindgut of a honey bee.	AUTHORS:Engel P, Vizcaino MI, Crawford JM, TITLE:Gut symbionts from distinct hosts exhibit genotoxic activity via divergent colibactin biosynthesis pathways., JOURNAL:Appl Environ Microbiol 81:1502-12 (2015)
697581	Thermofilum adornatus 1505	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermofilaceae; Thermofilum				
594679	Allofrancisella guangzhouensis 08HL01032 (Francisella guangzhouensis 08HL01032)	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Francisellaceae; Allofrancisella			Isolated from air-conditioning systems in China in 2008.	AUTHORS:Svensson D, Ohrman C, Backman S, Karlsson E, Nilsson E, Bystrom M, Larkeryd A, Myrtennas K, Stenberg P, Qu PH, et al., TITLE:Complete Genome Sequence of Francisella guangzhouensis Strain 08HL01032T, Isolated from Air-Conditioning Systems in China., JOURNAL:Genome Announc 3:e00024-15 (2015)
2045	Pimelobacter simplex VKM Ac-2033D	Bacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Pimelobacter				AUTHORS:Shtratnikova VY, Schelkunov MI, Pekov YA, Fokina VV, Logacheva MD, Sokolov SL, Bragin EY, Ashapkin VV, Donova MV, TITLE:Complete Genome Sequence of Steroid-Transforming Nocardioides simplex VKM Ac-2033D., JOURNAL:Genome Announc 3:e01406-14 (2015)
